State	County	UFO Sightings	Median Household Income (USD)	Percent In Poverty	Population
IA	Wapello	66	38,569	17.4	35625
IA	Lee	25	40,363	15.8	35862
IA	Dubuque	56	49,493	10.7	93653
IA	Linn	728	54,806	9.9	211226
IA	Keokuk	0	42,999	13	10511
IA	Pocahontas	5	44,225	12.2	7310
IA	Mahaska	7	45,211	15.4	22381
IA	Sioux	2	53,705	8	33704
IA	Johnson	92	51,014	17	130882
IA	Greene	1	46,947	11.1	9336
IA	Clay	14	44,395	11.3	16667
IA	Davis	1	40,145	17	8753
IA	Pottawattamie	81	47,870	14.5	93158
IA	Madison	11	52,351	9	15679
IA	Taylor	0	42,768	13.4	6317
IA	Clinton	9	46,577	13.5	49116
IA	Winneshiek	3	51,248	10	21056
IA	Cerro Gordo	18	43,982	13	44151
IA	Muscatine	55	47,583	13.8	42745
IA	Lyon	1	51,491	8.9	11581
IA	Boone	6	51,723	9.4	26306
IA	Dallas	33	68,568	6.4	66135
IA	Cherokee	0	46,305	9.6	12072
IA	Clarke	1	43,016	12.4	9286
IA	Delaware	1	45,910	10.1	17764
IA	Dickinson	3	49,295	9.1	16667
IA	Buena Vista	1	44,795	13	20260
IA	Poweshiek	0	48,929	12	18914
IA	Guthrie	1	48,064	10.4	10954
IA	Fayette	1	41,163	13.3	20880
IA	Floyd	2	42,233	15.2	16303
IA	Cedar	3	55,413	7.3	18499
IA	Emmet	2	41,519	12.6	10302
IA	Adams	1	39,781	14.1	4029
IA	Osceola	0	51,042	9.3	6462
IA	Franklin	0	45,383	11.8	10680
IA	Ringgold	0	36,810	18.6	5131
IA	Marshall	10	45,911	13.3	40648
IA	Carroll	4	49,536	9.1	20816
IA	O'Brien	5	44,209	12	14398
IA	Harrison	2	50,845	10	14928
IA	Grundy	3	55,302	6.2	12453
IA	Monona	2	43,052	11	9243
IA	Louisa	1	50,301	11.4	11387
IA	Kossuth	4	47,930	10.3	15543
IA	Tama	6	48,833	12.2	17767
IA	Calhoun	10	44,859	12	9670
IA	Crawford	7	45,637	13.1	17096
IA	Woodbury	94	42,672	15.1	102172
IA	Winnebago	1	48,933	10.6	10866
IA	Van Buren	1	37,833	16.4	7570
IA	Clayton	1	41,940	12.2	18129
IA	Decatur	4	34,250	19.1	8457
IA	Jones	2	46,600	10.9	20638
IA	Hardin	3	46,411	11.4	17534
IA	Lucas	0	39,207	17.5	8898
IA	Benton	7	54,283	8.3	26076
IA	Plymouth	1	61,292	8	24986
IA	Cass	6	40,867	13.7	13956
IA	Audubon	3	45,563	10	6119
IA	Mitchell	0	47,406	11.1	10776
IA	Page	2	40,960	14.6	15932
IA	Ida	3	47,035	12.8	7089
IA	Appanoose	0	35,352	15.7	12887
IA	Scott	186	47,800	15	165224
IA	Des Moines	16	42,191	15.3	40325
IA	Monroe	3	42,631	12.7	7970
OK	Ellis	2	40,851	13.9	4151
OK	Comanche	110	43,394	17.4	124098
OK	Grant	1	37,938	12.8	4527
OK	Cherokee	3	33,393	22	46987
OK	Delaware	7	32,878	22.8	41487
OK	Hughes	3	30,699	25.9	14003
OK	Beckham	22	41,277	17.7	22119
OK	Jefferson	1	29,992	21.6	6472
OK	Roger Mills	1	44,595	13.2	3647
OK	Seminole	18	33,080	24.1	25482
OK	Okfuskee	0	31,423	27.3	12191
OK	Jackson	1	39,565	16.9	26446
OK	Mayes	0	40,253	18.1	41259
OK	Texas	3	44,313	12.1	20640
OK	Noble	0	41,580	14.3	11561
OK	McClain	2	51,767	11.3	34506
OK	Washita	2	40,523	15.3	11629
OK	Tulsa	3463	44,231	15.8	603403
OK	Latimer	2	35,306	17.8	11154
OK	Tillman	0	30,364	25.9	7992
OK	Cimarron	1	36,183	17.7	2475
OK	Nowata	1	38,040	15.6	10536
OK	Le Flore	33	33,624	22.3	50384
OK	Payne	5	36,874	21.7	77350
OK	Greer	0	33,199	21.9	6239
OK	Haskell	1	32,551	17.5	12769
OK	Harper	0	41,437	11.5	3685
OK	Grady	7	44,036	16.4	52431
OK	Caddo	5	36,077	21.6	29600
OK	Atoka	0	33,304	22.7	14182
OK	Pontotoc	21	38,514	18	37492
OK	Harmon	1	28,914	26.9	2922
OK	Bryan	40	36,925	17.1	42416
OK	Lincoln	2	40,076	14.2	34273
OK	Rogers	54	56,107	9.8	86905
OK	Canadian	46	57,018	9.3	115541
OK	Adair	2	30,190	26.5	22683
OK	Custer	2	40,741	17.5	27469
OK	McCurtain	5	30,708	23.9	33151
OK	Osage	1	41,589	16.5	47472
OK	Ottawa	24	34,998	20.5	31848
OK	Okmulgee	11	36,119	21.4	40069
OK	Kiowa	1	31,850	23.7	9446
OK	Wagoner	2	56,216	11.5	73085
OK	Johnston	0	32,247	22.1	10957
OK	McIntosh	9	33,771	20	20252
OK	Kay	16	38,775	17.5	46562
OK	Cotton	3	39,941	15.6	6193
OK	Creek	19	41,331	15.6	69967
OK	Alfalfa	1	35,615	17.6	5642
OK	Muskogee	32	38,528	20.6	70990
OK	Major	0	44,736	12.4	7527
OK	Love	1	41,784	15.6	9423
OK	Carter	47	37,316	18.4	47557
OK	Stephens	16	40,996	15.5	45048
OK	Coal	2	33,472	21.7	5925
OK	Woodward	22	48,584	15.1	20081
OK	Pawnee	6	38,550	16.5	16577
OK	Pittsburg	1	38,154	18.8	45837
OK	Washington	22	45,957	13.7	50976
OK	Sequoyah	16	35,250	19.7	42391
OK	Murray	2	39,629	15.1	13488
OK	Craig	1	36,407	15.9	15029
OK	Logan	1	49,006	14.3	41848
OK	Garfield	10	38,827	15.7	60580
OK	Woods	3	37,981	16.2	8878
OK	Pushmataha	0	30,070	23.9	11572
OK	Blaine	2	44,558	19.9	11943
OK	Choctaw	11	29,476	25.5	15205
OK	Cleveland	211	51,468	13.5	255755
OK	Beaver	1	48,158	11.6	5636
OK	Dewey	0	39,731	14.1	4810
OK	Kingfisher	6	48,255	11.9	15034
OK	Marshall	4	34,924	17.9	15840
OK	Pottawatomie	19	38,259	18.5	69442
OK	Garvin	9	37,689	16.3	27576
AZ	Yuma	642	40,609	21.1	195751
AZ	Arizona	0	46,787	17.6	6392017
AZ	Greenlee	1	49,592	12.7	8437
AZ	Maricopa	78843	50,424	16.6	3817117
AZ	Cochise	86	43,677	17.7	131346
AZ	Mohave	1667	36,446	18.7	200186
AZ	Gila	73	37,430	19.8	53597
AZ	Santa Cruz	23	33,952	28	47420
AZ	Pinal	864	49,833	14.4	375770
AZ	La Paz	148	33,818	23.7	20489
AZ	Coconino	1668	43,051	23.8	134421
AZ	Pima	15779	44,293	17.8	980263
AZ	Apache	73	30,651	34.5	71518
AZ	Navajo	75	37,723	27.8	107449
AZ	Graham	48	39,299	21.6	37220
AZ	Yavapai	826	40,562	18.3	211033
ID	Washington	17	35,774	17	10198
ID	Nez Perce	45	43,580	12.5	39265
ID	Gooding	11	37,751	16.4	15464
ID	Clearwater	0	38,124	15.3	8761
ID	Benewah	3	36,906	16.8	9285
ID	Ada	2777	50,909	13.9	392365
ID	Boundary	1	37,037	17.1	10972
ID	Valley	8	45,248	12.6	9862
ID	Teton	1	52,272	11.3	10170
ID	Bingham	18	43,571	15.6	45607
ID	Owyhee	10	36,670	22.7	11526
ID	Custer	11	42,575	14.9	4368
ID	Fremont	1	38,407	16.4	13242
ID	Canyon	144	42,419	19.7	188923
ID	Boise	2	46,871	14.4	7028
ID	Bonneville	108	49,979	13.8	104234
ID	Butte	4	41,368	15.4	2891
ID	Twin Falls	156	42,007	15.4	77230
ID	Gem	10	40,110	17.1	16719
ID	Lincoln	1	39,517	14.1	5208
ID	Adams	0	34,730	15.8	3976
ID	Lemhi	1	34,757	21.1	7936
ID	Oneida	0	44,425	12.4	4286
ID	Bannock	63	40,946	16.3	82839
ID	Jefferson	4	50,123	12	26140
ID	Franklin	0	43,936	10.5	12786
ID	Caribou	0	49,208	12.1	6963
ID	Latah	21	40,942	17.6	37244
ID	Madison	10	36,202	28.4	37536
ID	Kootenai	238	43,826	14.6	138494
ID	Power	0	39,555	16.4	7817
ID	Clark	0	41,387	17.9	982
ID	Lewis	3	37,742	17.8	3821
ID	Minidoka	1	39,802	15.8	20069
ID	Camas	0	46,483	11.3	1117
ID	Elmore	7	40,475	15.8	27038
ID	Payette	7	39,724	17.1	22623
ID	Blaine	3	59,191	10.1	21376
ID	Bonner	47	40,119	17.4	40877
ID	Cassia	15	40,739	15.7	22952
ID	Bear Lake	1	39,469	15.5	5986
ID	Jerome	4	40,229	19.1	22374
ID	Shoshone	5	36,129	20.8	12765
CT	New London	143	61,792	8.9	274055
CT	New Haven	1062	57,070	11.6	862477
CT	Middlesex	97	70,805	6.8	165676
CT	Litchfield	196	66,076	6.7	189927
CT	Fairfield	704	74,634	9.3	916829
CT	Tolland	49	74,868	6.4	152691
CT	Connecticut	0	64,321	10.1	3574097
CT	Windham	71	56,564	11.8	118428
CT	Hartford	603	60,028	11.3	894014
ME	Penobscot	119	42,602	16	153923
ME	Sagadahoc	18	52,071	10.5	35293
ME	Lincoln	9	45,520	12.7	34457
ME	Cumberland	406	57,424	10.3	281674
ME	Waldo	14	37,986	15.6	38786
ME	Washington	8	32,847	19.4	32856
ME	Hancock	24	41,106	14	54418
ME	Androscoggin	145	41,831	14.6	107702
ME	Aroostook	24	36,344	14	71870
ME	Piscataquis	4	34,420	16.6	17535
ME	Franklin	9	39,034	15.6	30768
ME	York	94	54,076	10.3	197131
ME	Somerset	28	36,249	18.6	52228
ME	Oxford	18	38,789	15	57833
ME	Knox	19	42,593	13.7	39736
ME	Maine	0	45,882	13.1	1328361
ME	Kennebec	125	44,725	11.7	122151
MD	Howard	148	100,992	5.2	287085
MD	Carroll	91	80,291	5.4	167134
MD	Garrett	2	43,637	15.1	30097
MD	Montgomery	472	88,559	7.5	971777
MD	Kent	7	49,017	14.2	20197
MD	Somerset	9	38,134	19.3	26470
MD	Caroline	21	55,480	13	33066
MD	Maryland	0	68,933	9.9	5773552
MD	Dorchester	2	39,630	16.2	32618
MD	Prince George's	168	69,524	9.4	863420
MD	Wicomico	31	47,702	16.6	98733
MD	Harford	143	71,848	6.9	244826
MD	Anne Arundel	396	80,908	6.6	537656
MD	Frederick	94	80,216	5.6	233385
MD	Allegany	146	37,083	17.1	75087
MD	Baltimore city	0	38,186	24.7	620961
MD	St. Mary's	5	81,559	7.5	105151
MD	Baltimore	169	62,300	8.2	805029
MD	Queen Anne's	17	78,503	7.3	47798
MD	Charles	55	83,078	6.2	146551
MD	Washington	179	51,610	11.4	147430
MD	Worcester	254	55,492	10.6	51454
MD	Talbot	18	56,806	9.7	37782
MD	Calvert	14	86,536	6.2	88737
MD	Cecil	37	61,506	10.5	101108
MA	Hampden	288	46,356	17.1	463490
MA	Nantucket	21	67,969	8.1	10172
MA	Middlesex	382	75,364	8.2	1503085
MA	Berkshire	42	44,792	12.4	131219
MA	Essex	264	61,604	10.4	743159
MA	Hampshire	47	57,558	12.5	158080
MA	Worcester	419	61,079	10.9	798552
MA	Norfolk	209	79,899	6.3	670850
MA	Plymouth	224	71,555	8.3	494919
MA	Franklin	18	49,361	11.7	71372
MA	Bristol	275	51,361	12.8	548285
MA	Dukes	10	56,320	8.3	16535
MA	Barnstable	197	54,871	10.9	215888
MA	Suffolk	1665	49,584	22.6	722023
MA	Massachusetts	0	62,133	11.4	6547629
OH	Preble	12	47,615	12.1	42270
OH	Richland	33	41,462	14.7	124475
OH	Shelby	6	46,062	12.2	49423
OH	Union	5	63,233	8.2	52300
OH	Paulding	1	43,791	13.5	19614
OH	Montgomery	359	40,885	18	535153
OH	Wayne	76	46,157	12.6	114520
OH	Brown	34	41,892	13	44846
OH	Champaign	58	46,577	13.1	40097
OH	Defiance	39	45,792	11.5	39037
OH	Miami	63	49,195	11.9	102506
OH	Hancock	50	49,918	11.9	74782
OH	Lorain	158	50,092	14.3	301356
OH	Columbiana	64	36,985	17.7	107841
OH	Henry	0	46,136	12.9	28215
OH	Muskingum	56	40,485	17.8	86074
OH	Washington	20	41,231	15.7	61778
OH	Gallia	12	37,923	18.2	30934
OH	Marion	35	41,314	19.3	66501
OH	Allen	33	41,196	18.7	106331
OH	Huron	12	44,632	14	59626
OH	Darke	5	42,023	12.1	52959
OH	Warren	102	67,172	5.9	212693
OH	Perry	20	39,387	19.1	36058
OH	Jackson	15	36,791	22.5	33225
OH	Belmont	67	37,913	16.3	70400
OH	Wyandot	2	43,753	9.4	22615
OH	Jefferson	42	36,800	18.6	69709
OH	Ashtabula	106	38,762	16.1	101497
OH	Butler	160	54,359	13.5	368130
OH	Ross	138	41,318	19.3	78064
OH	Vinton	4	34,977	21.8	13435
OH	Hamilton	2521	46,359	18.5	802374
OH	Scioto	61	35,860	22.2	79499
OH	Greene	128	52,056	13.1	161573
OH	Ohio	0	45,151	15.8	11536504
OH	Fulton	12	49,909	10.9	42698
OH	Seneca	27	42,642	14.6	56745
OH	Madison	33	48,295	15	43435
OH	Clinton	35	44,324	15.7	42040
OH	Clark	168	40,524	20	138333
OH	Trumbull	69	40,389	18.2	210312
OH	Erie	29	43,935	14.9	77079
OH	Cuyahoga	1733	41,407	18.2	1280122
OH	Meigs	33	33,194	23.5	23770
OH	Delaware	100	85,628	5.8	174214
OH	Stark	172	42,805	14.6	375586
OH	Fairfield	104	55,805	11.2	146156
OH	Geauga	8	63,172	7.8	93389
OH	Coshocton	20	37,227	20.4	36901
OH	Lawrence	38	36,551	21.4	62450
OH	Fayette	12	40,250	16.2	29030
OH	Medina	55	63,582	7.6	172332
OH	Van Wert	6	44,338	12.5	28744
OH	Pike	44	35,051	26.3	28709
OH	Adams	34	33,549	22.8	28550
OH	Clermont	85	56,628	9.6	197363
OH	Licking	259	51,247	12.4	166492
OH	Lake	51	52,854	9.6	230041
OH	Morrow	12	47,080	13.7	34827
OH	Summit	351	45,768	15.4	541781
OH	Franklin	4595	47,621	18.8	1163414
OH	Guernsey	10	35,654	19.1	40087
OH	Highland	30	38,643	18.6	43589
OH	Holmes	3	39,917	16.5	42366
OH	Morgan	28	35,634	19.6	15054
OH	Carroll	7	39,414	16.6	28836
OH	Harrison	15	36,074	17.8	15864
OH	Mercer	3	48,521	9.6	40814
OH	Mahoning	141	38,205	17.1	238823
OH	Portage	47	49,287	15.1	161419
OH	Sandusky	13	44,346	12.3	60944
OH	Athens	18	35,557	24.8	64757
OH	Hocking	3	40,017	16.2	29380
OH	Wood	53	49,344	12.8	125488
OH	Crawford	75	39,467	16.5	43784
OH	Williams	10	41,791	12.2	37642
OH	Noble	3	38,013	17.3	14645
OH	Tuscarawas	116	39,580	14.7	92582
OH	Knox	7	46,937	16.5	60921
OH	Putnam	3	53,920	9	34499
OH	Hardin	6	40,710	17.2	32058
OH	Lucas	925	39,200	19.8	441815
OH	Ottawa	24	50,707	10.2	41428
OH	Auglaize	23	50,103	9.4	45949
OH	Ashland	3	41,734	15.6	53139
OH	Pickaway	61	49,926	12.7	55698
OH	Logan	9	44,436	16.9	45858
OH	Monroe	90	38,015	17.4	14642
UT	San Juan	3	37,259	25.2	14746
UT	Morgan	0	71,484	5.4	9469
UT	Juab	1	51,917	12.2	10246
UT	Millard	1	45,810	13.9	12503
UT	Cache	17	47,367	15.8	112656
UT	Wayne	2	42,456	15.1	2778
UT	Rich	0	51,902	11.2	2264
UT	Grand	22	39,726	14.9	9225
UT	Weber	415	53,612	13.7	231236
UT	Wasatch	6	61,593	7.9	23530
UT	Tooele	68	60,541	9	58218
UT	Sevier	15	44,830	14.7	20802
UT	Sanpete	1	39,999	18.4	27822
UT	Carbon	15	45,244	15.1	21403
UT	Piute	0	35,233	20.1	1556
UT	Emery	9	51,205	11.6	10976
UT	Duchesne	6	53,196	12.5	18607
UT	Iron	56	39,980	20.9	46163
UT	Davis	131	64,840	8	306479
UT	Daggett	0	41,248	6.3	1059
UT	Kane	2	43,939	12.8	7125
UT	Washington	18	48,247	14.7	138115
UT	Garfield	1	42,668	11.2	5172
UT	Summit	14	74,535	7.6	36324
UT	Salt Lake	3120	56,664	13.7	1029655
UT	Beaver	1	44,077	13.4	6629
UT	Uintah	21	54,090	14.3	32588
UT	Box Elder	3	55,534	9.4	49975
MO	Mississippi	5	30,252	27.5	14358
MO	Shelby	1	37,829	14.9	6373
MO	Barry	1	34,838	18.9	35597
MO	Henry	62	37,016	17.2	22272
MO	Daviess	0	38,279	17.2	8433
MO	Montgomery	1	38,145	16.8	12236
MO	Dunklin	6	29,372	27.3	31953
MO	Wayne	7	28,626	23.4	13521
MO	St. Francois	29	35,630	18.9	65359
MO	Worth	6	34,246	15.8	2171
MO	Texas	16	32,076	23.8	26008
MO	Laclede	6	35,688	18.2	35571
MO	Hickory	9	27,957	22.6	9627
MO	Adair	1	32,015	22.2	25607
MO	Missouri	0	44,306	15.3	5988927
MO	Webster	12	42,966	17.2	36202
MO	New Madrid	2	32,921	24.5	18956
MO	Sullivan	0	33,932	17.6	6714
MO	Gasconade	8	39,688	12.7	15222
MO	Newton	31	40,955	15.5	58114
MO	Washington	4	32,823	24	25195
MO	Moniteau	12	44,475	14.4	15607
MO	Marion	3	39,975	16.4	28781
MO	Jasper	81	37,565	17.6	117404
MO	St. Louis city	0	32,767	27.7	319294
MO	Polk	32	34,837	21	31137
MO	Buchanan	8	41,210	15.9	89201
MO	Warren	5	49,157	12.7	32513
MO	Perry	15	43,200	13.6	18971
MO	Jackson	3168	44,620	16.8	674158
MO	Howard	1	39,383	15.5	10144
MO	Caldwell	46	39,216	13.9	9424
MO	Chariton	0	39,800	14	7831
MO	Wright	9	29,608	23.9	18815
MO	Jefferson	93	52,841	12.1	218733
MO	Taney	51	34,281	20	51675
MO	Butler	3	32,919	19.3	42794
MO	Putnam	1	32,643	19.5	4979
MO	St. Charles	212	65,281	6.1	360485
MO	Holt	0	39,141	14.2	4912
MO	Oregon	7	27,646	25	10881
MO	Stoddard	9	35,994	18.2	29968
MO	Linn	4	35,323	15.9	12761
MO	Callaway	44	47,098	13.8	44332
MO	Pettis	14	36,882	17.9	42201
MO	Camden	28	42,955	14.6	44002
MO	Randolph	7	37,537	17.7	25414
MO	Stone	6	37,788	16.3	32202
MO	Johnson	61	43,327	17.8	52595
MO	Barton	1	36,851	17.6	12402
MO	Maries	11	38,877	15.2	9176
MO	Greene	1444	38,059	19.1	275174
MO	Ripley	6	29,213	26.6	14100
MO	Clay	59	55,835	9.5	221939
MO	Macon	1	37,130	15.1	15566
MO	Madison	1	33,841	19.1	12226
MO	Clinton	6	51,846	11.1	20743
MO	Clark	18	36,809	16.3	7139
MO	McDonald	46	33,352	19.7	23083
MO	Ray	20	50,278	11.1	23494
MO	Saline	6	37,537	21	23370
MO	Cooper	2	41,925	16.7	17601
MO	Boone	1562	42,202	18.8	162642
MO	Dallas	16	37,589	19.5	16777
MO	Scotland	1	36,272	16.6	4843
MO	Morgan	10	34,374	20.6	20565
MO	Lawrence	7	38,800	16.7	38634
MO	Vernon	21	34,985	19	21159
MO	Ozark	2	28,709	24.5	9723
MO	Gentry	7	35,755	14.5	6738
MO	Cedar	2	31,542	20.1	13982
MO	Pike	2	37,169	17.8	18516
MO	Lincoln	17	50,307	11.2	52566
MO	Dade	0	33,452	21.7	7883
MO	Dent	51	34,327	19.1	15657
MO	Nodaway	6	39,823	17	23370
MO	Livingston	0	39,821	16.7	15195
MO	Franklin	55	47,530	14.1	101492
MO	Audrain	7	40,899	18.4	25529
MO	Osage	0	49,058	10.8	13878
MO	Carroll	4	39,071	15.7	9295
MO	Schuyler	0	31,978	20.7	4431
MO	Ralls	1	43,763	11	10167
MO	Grundy	3	35,017	17.5	10261
MO	Harrison	4	34,324	17.1	8957
MO	Miller	6	34,266	21.3	24748
MO	Cole	46	52,835	11.2	75990
MO	Mercer	0	35,184	14.8	3785
MO	Shannon	1	26,600	25.6	8441
MO	Bollinger	1	36,972	19.5	12363
MO	Iron	6	33,059	21	10630
MO	Douglas	0	29,830	23.3	13684
MO	Pulaski	10	48,374	15.1	52274
MO	DeKalb	0	41,804	16.5	12892
MO	Crawford	9	34,555	19.3	24696
MO	Ste. Genevieve	0	48,031	11.2	18145
MO	Christian	16	48,041	11.1	77422
MO	Phelps	180	39,765	18	45156
MO	Andrew	3	53,150	10.1	17291
MO	Atchison	7	43,587	11.6	5685
MO	St. Clair	3	30,998	21.2	9805
MO	Knox	1	33,076	21	4131
MO	Platte	10	67,791	7.3	89322
MO	Pemiscot	5	28,152	31.3	18296
MO	Bates	108	39,265	15.7	17049
MO	Cape Girardeau	63	44,569	15.2	75674
MO	Benton	6	30,920	20.6	19056
MO	Lafayette	12	45,621	11.9	33381
MO	Howell	14	33,211	21.3	40400
MO	Cass	50	57,368	8.5	99478
MO	St. Louis	191	55,290	10.5	998954
MO	Carter	4	28,524	24.5	6265
MO	Lewis	46	36,501	16.4	10211
MO	Scott	11	37,457	18.5	39191
MO	Reynolds	11	29,819	24	6696
MO	Monroe	3	36,950	15.3	8840
MN	Red Lake	0	44,964	11	4089
MN	Goodhue	17	55,687	8.3	46183
MN	Olmsted	191	61,362	8.5	144248
MN	Minnesota	0	55,422	11.5	5303925
MN	Pine	8	42,035	15.2	29750
MN	Mower	10	43,122	12.3	39163
MN	Nicollet	3	58,065	9	32727
MN	Dodge	1	60,398	6.9	20087
MN	Brown	3	43,924	9.3	25893
MN	Pennington	1	43,256	11.5	13930
MN	Mahnomen	1	35,978	22.1	5413
MN	Freeborn	5	42,250	12.3	31255
MN	Kittson	1	43,980	10	4552
MN	Renville	1	49,896	11.3	15730
MN	Chippewa	0	44,717	10	12441
MN	Washington	149	77,591	5.8	238136
MN	Itasca	24	45,813	12.2	45058
MN	Dakota	323	69,688	7	398552
MN	Polk	10	46,500	11.7	31600
MN	Kandiyohi	5	44,926	14.6	42239
MN	Jackson	0	50,251	9.7	10266
MN	Waseca	0	50,149	10.7	19136
MN	Grant	1	44,039	10.8	6018
MN	Wright	40	66,714	5.8	124700
MN	Wilkin	1	48,611	9.5	6576
MN	Rice	32	55,905	10.3	64142
MN	Morrison	5	42,898	13.4	33198
MN	Redwood	0	46,906	9.6	16059
MN	Cook	6	43,694	9.6	5176
MN	Swift	0	43,357	9.9	9783
MN	Mille Lacs	5	41,944	13.1	26097
MN	Hennepin	2361	59,252	13.7	1152425
MN	Rock	0	44,751	10.8	9687
MN	Meeker	2	49,784	8.9	23300
MN	Traverse	1	41,666	13.2	3558
MN	Carver	35	81,935	4.9	91042
MN	Todd	0	40,183	16.9	24895
MN	Clay	1	48,395	12.8	58999
MN	Le Sueur	5	55,946	9.2	27703
MN	Lyon	3	49,218	11.4	25857
MN	Chisago	12	63,237	7.4	53887
MN	Otter Tail	25	44,096	13.4	57303
MN	Clearwater	0	41,913	15.7	8695
MN	Norman	2	41,375	11.3	6852
MN	Koochiching	16	41,695	14.6	13311
MN	Winona	5	42,113	15.4	51461
MN	Ramsey	234	50,224	17.2	508640
MN	Big Stone	0	40,829	11.3	5269
MN	Kanabec	3	42,737	13.6	16239
MN	Lincoln	2	43,358	10	5896
MN	Sherburne	24	69,699	7.2	88499
MN	Roseau	1	47,212	9.4	15629
MN	McLeod	3	53,426	8.5	36651
MN	Fillmore	2	45,476	12.4	20866
MN	Pope	3	45,149	10.5	10995
MN	Marshall	0	47,504	8.2	9439
MN	Yellow Medicine	2	46,595	12.7	10438
MN	Steele	16	51,069	10.4	36576
MN	Murray	0	50,262	8.9	8725
MN	Hubbard	8	42,021	12.8	20428
MN	Lake	39	47,499	11.2	10866
MN	Douglas	2	48,434	9.6	36009
MN	Nobles	1	44,777	13.8	21378
MN	Watonwan	1	43,699	11.4	11211
MN	Crow Wing	32	45,068	12.3	62500
MN	Lac qui Parle	0	44,852	9.8	7259
MN	Wadena	0	36,412	16.8	13843
MN	Faribault	1	44,645	10.8	14553
MN	Lake of the Woods	0	39,391	11.7	4045
MN	Scott	35	78,307	5.1	129928
MN	Wabasha	2	51,702	7.5	21676
MN	Isanti	17	55,431	8.9	37816
MN	Stearns	18	50,195	12.1	150642
MN	Aitkin	32	38,646	13.1	16202
MN	Benton	0	49,736	10.5	38451
MN	Cass	11	40,580	16.4	28567
MN	Martin	5	47,910	11.6	20840
MN	Becker	5	43,970	14.6	32504
MN	Anoka	75	65,732	7.4	330844
MN	Beltrami	37	40,308	20.8	44442
MN	St. Louis	512	42,087	17.4	200226
MN	Houston	4	50,732	9.3	19027
MN	Stevens	0	48,885	11.4	9726
MN	Carlton	47	48,959	10.8	35386
MN	Cottonwood	0	44,219	11	11687
MN	Blue Earth	15	46,835	16.9	64013
MN	Pipestone	0	44,880	10.5	9596
MN	Sibley	1	47,048	10	15226
MI	Mackinac	2	37,072	15.3	11113
MI	Jackson	131	43,465	19.2	160248
MI	Kent	1057	47,897	16.3	602622
MI	Midland	31	50,430	11.1	83629
MI	Gogebic	18	31,998	21	16427
MI	Ingham	452	43,414	20.2	280895
MI	Leelanau	12	55,149	9.3	21708
MI	Lake	3	28,526	25.2	11539
MI	Calhoun	112	42,665	17	136146
MI	Grand Traverse	84	47,442	12	86986
MI	Gladwin	6	36,064	19.5	25692
MI	Presque Isle	12	36,376	14.9	13376
MI	Wayne	974	39,421	23.9	1820584
MI	Montmorency	1	33,294	19.5	9765
MI	Keweenaw	10	38,768	13.7	2156
MI	Branch	22	37,629	19.6	45248
MI	Dickinson	22	41,657	13.1	26168
MI	Ionia	24	42,719	16.2	63905
MI	Alpena	2	36,289	16.8	29598
MI	Crawford	3	38,661	16.5	14074
MI	Benzie	7	43,136	12.6	17525
MI	Oscoda	4	31,303	21	8640
MI	Mecosta	7	36,193	21.8	42798
MI	Tuscola	20	40,808	16.3	55729
MI	Alger	10	36,749	14.7	9601
MI	Baraga	3	38,819	14.1	8860
MI	St. Joseph	16	41,535	16.7	61295
MI	Manistee	5	37,479	17	24733
MI	Cheboygan	14	36,508	17	26152
MI	Van Buren	16	43,659	15.6	76258
MI	Ogemaw	13	34,595	19.4	21699
MI	Macomb	399	49,348	12.7	840978
MI	Roscommon	6	32,401	22.2	24449
MI	Lapeer	78	49,759	12.7	88319
MI	Delta	38	39,085	15	37069
MI	Oceana	9	37,629	22	26570
MI	Missaukee	10	36,931	15.9	14849
MI	Mason	9	38,776	15.8	28705
MI	Emmet	11	45,875	12.1	32694
MI	Iosco	14	33,985	19.9	25887
MI	Isabella	27	35,644	32.5	70311
MI	Houghton	58	34,828	19.7	36628
MI	Saginaw	62	41,714	17.8	200169
MI	Berrien	31	40,540	17.5	156813
MI	Gratiot	10	40,227	18.3	42476
MI	St. Clair	22	44,706	15.4	163040
MI	Charlevoix	14	43,530	14	25949
MI	Ottawa	212	53,454	11.4	263801
MI	Hillsdale	7	41,360	17.4	46688
MI	Allegan	47	45,879	14.8	111408
MI	Luce	3	35,813	19.5	6631
MI	Livingston	167	65,729	7.2	180967
MI	Eaton	46	52,300	11	107759
MI	Alcona	5	33,853	16.5	10942
MI	Iron	6	34,911	15.2	11817
MI	Cass	22	42,420	15.6	52293
MI	Newaygo	112	38,846	19.8	48460
MI	Bay	70	43,845	15.9	107771
MI	Montcalm	12	36,701	20.4	63342
MI	Kalamazoo	172	43,957	20	250331
MI	Ontonagon	994	36,566	16.1	6780
MI	Huron	6	38,274	15.8	33118
MI	Clinton	10	58,790	10.6	75382
MI	Sanilac	23	39,646	17.2	43114
MI	Barry	18	50,062	11	59173
MI	Clare	8	31,882	27.9	30926
MI	Schoolcraft	1	37,180	15.9	8485
MI	Arenac	3	34,116	18.4	15899
MI	Chippewa	8	36,253	19.6	38520
MI	Kalkaska	1	38,810	17.9	17153
MI	Muskegon	96	39,075	21	172188
MI	Lenawee	34	45,887	14.2	99892
MI	Genesee	607	39,271	21	425790
MI	Antrim	9	42,083	15.2	23580
MI	Wexford	11	36,316	17	32735
MI	Shiawassee	44	45,444	15	70648
